City,Age,Salary,Eligible for bonus
HongKong,43,,
Tokyo,18,108218,Yes
Cairo,69,84944,No
NewYork,27,52035,Yes
Tokyo,47,,
Mumbai,46,43510,No
Chicago,43,84394,No
Singapore,26,49501,Yes
Toronto,21,,
Toronto,,76256,
Chicago,21,,
Seoul,62,32832,No
Shanghai,47,105522,No
Shanghai,,39045,
RioDeJaneiro,,,
Cairo,41,68148,No
RioDeJaneiro,,106299,
RioDeJaneiro,16,116914,Yes
Singapore,78,72361,No
LosAngeles,54,50836,No
LosAngeles,57,,
Toronto,23,,
Shanghai,50,,
Moscow,69,158336,No
Singapore,,67000,
Mumbai,23,119011,Yes
Tokyo,26,81076,Yes
London,20,99250,Yes
Seoul,65,76275,No
Shanghai,,,
Cairo,49,,
Shanghai,,88218,
Cairo,39,66352,Yes
HongKong,40,62271,No
London,58,,
Cairo,21,,
Bangkok,17,83415,Yes
Seoul,22,,
Sydney,48,45796,No
NewYork,53,56959,No
Seoul,,,
Mumbai,38,43726,Yes
Istanbul,,113645,
NewYork,63,,
Berlin,65,74550,No
London,,47885,
Moscow,38,36352,No
NewYork,,,
Paris,23,70005,Yes
Cairo,37,79308,Yes
Toronto,38,91030,Yes
Singapore,67,,
Paris,29,,
Cairo,,87719,
Singapore,47,85714,No
Singapore,65,,
Sydney,70,,
Chicago,,73004,
Bangkok,37,44712,Yes
Toronto,,38353,
LosAngeles,48,68612,No
Delhi,56,59012,No
RioDeJaneiro,67,86250,No
Bangkok,34,43247,Yes
Delhi,61,82569,No
Cairo,44,47369,No
RioDeJaneiro,24,108529,Yes
Tokyo,45,56479,No
Istanbul,25,,
Sydney,17,79085,Yes
Singapore,,54152,
Mumbai,67,118434,No
Cairo,40,102099,No
Moscow,19,94152,Yes
NewYork,63,46593,No
Paris,58,80879,No
Chicago,,,
Moscow,49,97035,No
Toronto,30,87056,Yes
Bangkok,38,,
London,29,67874,Yes
Berlin,50,116849,No
Bangkok,,65241,
Toronto,54,126759,No
Berlin,,80289,
Tokyo,51,56930,No
London,51,114412,No
Chicago,64,48586,No
Chicago,67,51534,No
LosAngeles,69,91593,No
Seoul,54,51124,No
NewYork,63,,
Chicago,,43456,
Sydney,70,,
Chicago,18,28413,No
London,,85139,
Chicago,42,,
RioDeJaneiro,37,,
Seoul,28,89551,Yes
Shanghai,41,78959,No
Istanbul,,100874,
Moscow,37,38155,No
London,42,69429,No
Cairo,20,,
Sydney,48,63691,No
Toronto,43,88698,No
Shanghai,54,86315,No
RioDeJaneiro,29,,
Toronto,,,
Shanghai,,58123,
Mumbai,65,53179,No
Mumbai,26,113895,Yes
RioDeJaneiro,55,,
London,30,73875,Yes
Delhi,22,,
Moscow,28,60236,Yes
Seoul,46,40565,No
HongKong,26,46457,Yes
Cairo,50,,
RioDeJaneiro,38,45093,Yes
Istanbul,,56491,
Chicago,,48278,
HongKong,18,,
RioDeJaneiro,44,,
Delhi,25,68128,Yes
Moscow,19,64103,Yes
Istanbul,62,70955,No
Cairo,21,104416,Yes
Toronto,,51338,
Cairo,55,,
Bangkok,20,,
Berlin,19,128572,Yes
Moscow,39,52661,Yes
Sydney,,115106,
Toronto,46,76504,No
Tokyo,47,57570,No
Delhi,46,76711,No
Shanghai,,113147,
RioDeJaneiro,64,60361,No
Paris,65,,
Istanbul,44,86320,No
Shanghai,70,30034,No
Singapore,,34554,
Berlin,16,45791,Yes
HongKong,58,38637,No
Moscow,41,,
London,63,,
Paris,28,,
Istanbul,63,33137,No
NewYork,64,37030,No
Singapore,,32818,
Singapore,25,45839,Yes
NewYork,35,,
Toronto,55,94686,No
Cairo,52,117309,No
Moscow,65,87664,No
Moscow,20,89976,Yes
London,45,51693,No
Paris,35,77123,Yes
Singapore,,97584,
Paris,45,,
Shanghai,40,,
Delhi,37,,
Chicago,29,45986,Yes
Mumbai,72,30636,No
Paris,31,77725,Yes
Singapore,48,42467,No
Tokyo,66,83943,No
Singapore,67,45839,No
Seoul,,61883,
Berlin,,,
Chicago,28,30738,No
Sydney,25,86008,Yes
Seoul,44,97402,No
Cairo,29,90999,Yes
RioDeJaneiro,34,60187,Yes
Chicago,57,100725,No
Sydney,50,,
Sydney,,87410,
Chicago,21,59996,Yes
Singapore,26,45990,Yes
Delhi,16,65421,Yes
Tokyo,29,,
London,67,71536,No
Moscow,43,115751,No
Seoul,34,116983,Yes
Paris,50,73198,No
Paris,21,56856,Yes
Paris,20,91045,Yes
Singapore,65,35975,No
Sydney,26,,
RioDeJaneiro,16,114396,Yes
Delhi,31,132520,Yes
London,43,36983,No
Sydney,,103483,
HongKong,,69267,
Sydney,34,37198,No
NewYork,20,,
RioDeJaneiro,,,
Chicago,47,101654,No
HongKong,,117185,
NewYork,23,,
Berlin,66,55249,No
Toronto,48,101954,No
Cairo,70,91583,No
Sydney,51,65703,No
Seoul,52,77089,No
Cairo,68,91254,No
RioDeJaneiro,52,30355,No
Cairo,36,81510,Yes
Toronto,33,,
Delhi,46,72972,No
Cairo,47,101996,No
Delhi,,,
RioDeJaneiro,25,,
Shanghai,,34003,
Sydney,56,108638,No
NewYork,20,,
RioDeJaneiro,,49509,
Cairo,63,90780,No
Tokyo,27,,
Toronto,53,,
Istanbul,47,,
Delhi,42,118123,No
Moscow,34,84203,Yes
Cairo,40,80611,No
HongKong,31,41199,Yes
Istanbul,51,27915,No
Istanbul,21,36869,No
Paris,29,119543,Yes
NewYork,36,,
RioDeJaneiro,39,106774,Yes
Seoul,,102464,
HongKong,48,67889,No
Singapore,53,92817,No
London,60,64649,No
Berlin,42,98441,No
Tokyo,,103318,
Mumbai,36,106724,Yes
Seoul,28,73738,Yes
Shanghai,64,45011,No
NewYork,25,68125,Yes
RioDeJaneiro,49,90883,No
HongKong,52,105237,No
Tokyo,59,39897,No
Delhi,70,,
HongKong,24,,
LosAngeles,68,84793,No
Sydney,70,66018,No
Cairo,63,119025,No
Istanbul,70,47467,No
Paris,65,79090,No
Paris,29,52269,Yes
Paris,,81115,
Chicago,30,45530,Yes
HongKong,49,46216,No
Singapore,37,115968,Yes
Toronto,,75730,
Sydney,,70996,
Singapore,39,43723,Yes
Moscow,29,103870,Yes
Cairo,48,95614,No
Toronto,42,101535,No
NewYork,41,67862,No
Istanbul,55,94688,No
HongKong,38,50525,Yes
Shanghai,48,32897,No
Sydney,,107558,
Berlin,17,109994,Yes
Moscow,19,77412,Yes
Chicago,65,,
Toronto,55,,
Chicago,,48971,
RioDeJaneiro,74,67522,No
Cairo,53,86968,No
Chicago,39,,
Istanbul,38,,
Sydney,38,,
LosAngeles,55,,
Sydney,26,46675,Yes
Istanbul,52,90951,No
Chicago,,105793,
Delhi,63,45294,No
Berlin,43,45384,No
Shanghai,64,115136,No
Bangkok,32,68015,Yes
HongKong,39,90741,Yes
Chicago,60,104266,No
Istanbul,47,61529,No
Toronto,35,37740,No
Istanbul,35,98030,Yes
Paris,48,93894,No
Delhi,54,,
NewYork,,93293,
Toronto,,,
LosAngeles,49,80455,No
Chicago,,,
Istanbul,52,,
Delhi,68,54325,No
Berlin,20,66083,Yes
Berlin,50,35345,No
London,34,36133,No
LosAngeles,43,89254,No
Bangkok,59,40494,No
NewYork,52,76857,No
Moscow,,64390,
Berlin,58,48323,No
Paris,45,,
Paris,,119190,
Seoul,33,83068,Yes
Singapore,23,76191,Yes
Cairo,66,53431,No
Sydney,,114038,
Istanbul,70,76760,No
Bangkok,48,144952,No
London,,74738,
Paris,39,70959,Yes
RioDeJaneiro,,44578,
Berlin,19,47565,Yes
Mumbai,23,35053,No
Sydney,51,113784,No
NewYork,50,100159,No
Shanghai,45,38716,No
Singapore,21,,
Toronto,39,,
Mumbai,49,,
Chicago,53,97065,No
Moscow,,102506,
London,35,34461,No
LosAngeles,24,73535,Yes
Moscow,53,86680,No
Cairo,64,97587,No
Mumbai,26,54532,Yes
RioDeJaneiro,85,62944,No
Cairo,53,55404,No
Toronto,45,92042,No
Delhi,52,72551,No
London,48,,
RioDeJaneiro,42,54937,No
Mumbai,32,52337,Yes
Bangkok,57,67556,No
Toronto,61,44501,No
Chicago,55,114317,No
Seoul,52,119665,No
Sydney,64,88170,No
LosAngeles,70,83006,No
Chicago,42,35323,No
Berlin,64,87359,No
Delhi,26,90859,Yes
Moscow,55,75210,No
Tokyo,48,,
Tokyo,56,53657,No
Tokyo,48,85655,No
HongKong,17,,
Singapore,,45333,
RioDeJaneiro,50,107015,No
RioDeJaneiro,,,
Cairo,24,83191,Yes
Delhi,59,39613,No
Singapore,,76843,
Mumbai,44,106907,No
Berlin,59,39736,No
LosAngeles,56,,
Paris,,89204,
Singapore,31,66459,Yes
Moscow,46,108461,No
Mumbai,63,64692,No
Shanghai,45,52795,No
Delhi,56,103241,No
RioDeJaneiro,42,90651,No
Tokyo,68,,
Paris,29,,
Paris,27,,
Moscow,,31980,
London,32,90206,Yes
Mumbai,22,94098,Yes
Bangkok,62,110062,No
Shanghai,54,,
Mumbai,47,103031,No
Chicago,18,64213,Yes
Chicago,,71128,
London,65,94276,No
Paris,53,115342,No
NewYork,29,85351,Yes
Moscow,27,,
Mumbai,68,,
Istanbul,33,,
RioDeJaneiro,70,79108,No
Paris,,36399,
LosAngeles,15,63188,Yes
Moscow,19,127384,Yes
NewYork,32,62826,Yes
LosAngeles,,,
Istanbul,35,43300,Yes
Singapore,21,87611,Yes
LosAngeles,25,51570,Yes
Singapore,,43288,
Shanghai,64,28766,No
Sydney,57,93886,No
Seoul,40,,
Mumbai,27,102043,Yes
Tokyo,23,110196,Yes
London,36,,
Sydney,68,66310,No
LosAngeles,,82910,
Shanghai,37,72160,Yes
Delhi,34,62805,Yes
London,,89496,
London,19,112415,Yes
LosAngeles,40,30290,No
NewYork,33,46981,Yes
HongKong,44,68037,No
HongKong,47,31673,No
RioDeJaneiro,27,98506,Yes
Singapore,47,45809,No
RioDeJaneiro,67,95281,No
HongKong,25,61836,Yes
London,,103652,
HongKong,33,59786,Yes
Berlin,25,68567,Yes
Toronto,33,47776,Yes
Shanghai,25,107559,Yes
Seoul,,108134,
Toronto,18,,
NewYork,36,50514,Yes
Singapore,,78633,
Singapore,46,31290,No
Bangkok,55,,
NewYork,,104790,
Moscow,39,,
HongKong,,,
Mumbai,58,91941,No
Delhi,66,42625,No
HongKong,29,40393,Yes
Shanghai,29,54192,Yes
Mumbai,27,92698,Yes
Sydney,59,,
LosAngeles,,,
Chicago,,77288,
Toronto,69,104856,No
Sydney,28,107760,Yes
RioDeJaneiro,34,112375,Yes
Tokyo,,,
Moscow,47,43056,No
Seoul,51,47801,No
Bangkok,69,112492,No
Tokyo,,54143,
Moscow,29,35772,No
Bangkok,36,88206,Yes
Singapore,32,103012,Yes
Seoul,38,91859,Yes
Delhi,66,99247,No
London,25,,
Seoul,,60353,
RioDeJaneiro,55,111269,No
Seoul,38,79901,Yes
LosAngeles,,70631,
Paris,,,
Sydney,28,125573,Yes
Seoul,,64982,
Paris,38,,
LosAngeles,55,58216,No
Tokyo,56,,
Istanbul,,84938,
Mumbai,57,,
Bangkok,35,91803,Yes
Berlin,22,42218,Yes
HongKong,30,58790,Yes
Mumbai,39,45525,Yes
Moscow,32,55132,Yes
Berlin,37,67498,Yes
Cairo,,,
Istanbul,,77284,
HongKong,,77940,
Moscow,59,105965,No
Tokyo,,,
Mumbai,58,94842,No
Tokyo,50,54063,No
NewYork,22,117630,Yes
Paris,22,50593,Yes
Istanbul,49,,
Singapore,49,94681,No
NewYork,,73630,
Tokyo,,74927,
Seoul,58,113638,No
Cairo,54,63854,No
Mumbai,34,110558,Yes
Cairo,51,,
Delhi,69,32513,No
Cairo,,105529,
Delhi,,57000,
Singapore,67,93647,No
Delhi,63,80562,No
Sydney,16,84322,Yes
Sydney,44,108804,No
Sydney,38,98552,Yes
HongKong,49,91473,No
Chicago,31,68792,Yes
LosAngeles,43,39482,No
Singapore,31,46540,Yes
Mumbai,,129109,
Tokyo,21,,
Singapore,50,113683,No
Singapore,66,112774,No
Chicago,67,41189,No
London,29,111816,Yes
Delhi,54,105086,No
London,48,62300,No
Toronto,69,60172,No
LosAngeles,59,67166,No
Istanbul,52,94536,No
Cairo,55,83765,No
LosAngeles,48,48507,No
Toronto,19,61441,Yes
Cairo,,80584,
Tokyo,,74541,
Seoul,42,118406,No
RioDeJaneiro,35,31017,No
Toronto,49,32016,No
Moscow,54,62248,No
Toronto,,,
Sydney,25,88811,Yes
RioDeJaneiro,68,30472,No
Cairo,60,108995,No
LosAngeles,40,91753,No
Istanbul,20,90793,Yes
Berlin,,93076,
Mumbai,18,48649,Yes
Sydney,68,,
Sydney,52,112349,No
LosAngeles,21,,
London,,76131,
LosAngeles,70,,
Sydney,21,92754,Yes
NewYork,18,,
RioDeJaneiro,48,,
NewYork,,,
Delhi,33,106421,Yes
LosAngeles,33,64099,Yes
HongKong,,64106,
Sydney,,50910,
Tokyo,65,97926,No
London,62,61581,No
Toronto,68,85543,No
Sydney,37,73112,Yes
Cairo,,47023,
Istanbul,19,60081,Yes
Istanbul,21,35754,No
Istanbul,50,,
Delhi,59,97207,No
RioDeJaneiro,,117890,
Berlin,17,,
Tokyo,,114244,
NewYork,41,38724,No
Berlin,61,66444,No
London,29,101185,Yes
Istanbul,34,55772,Yes
Singapore,69,83649,No
LosAngeles,,67849,
Toronto,30,42883,Yes
Moscow,16,113153,Yes
Delhi,35,88730,Yes
Seoul,54,138040,No
Moscow,65,65804,No
Cairo,37,82006,Yes
Berlin,25,87931,Yes
NewYork,63,60495,No
Seoul,28,55993,Yes
Moscow,47,79384,No
Berlin,,108522,
Singapore,70,91538,No
Moscow,38,,
Delhi,,,
Mumbai,20,119309,Yes
Toronto,67,95026,No
LosAngeles,,84915,
Shanghai,,136669,
Moscow,,,
Paris,39,61830,Yes
Istanbul,65,,
Moscow,65,88365,No
London,17,61273,Yes
Moscow,59,40994,No
Delhi,75,33484,No
HongKong,,84463,
Berlin,32,41324,Yes
RioDeJaneiro,58,,
LosAngeles,54,93138,No
London,,159912,
Mumbai,46,80109,No
Seoul,28,,
Paris,46,49407,No
RioDeJaneiro,48,42973,No
Bangkok,,54614,
Cairo,49,96332,No
Delhi,55,,
Moscow,,93604,
Toronto,,60997,
Delhi,48,31613,No
Sydney,27,,
HongKong,69,74793,No
Cairo,38,90422,Yes
Shanghai,,,
Chicago,,43135,
Toronto,65,117222,No
Shanghai,,46071,
Singapore,27,66794,Yes
Mumbai,28,,
RioDeJaneiro,,144266,
RioDeJaneiro,22,,
Berlin,34,120627,Yes
Berlin,,87452,
Toronto,19,102672,Yes
Chicago,,,
Paris,42,82542,No
Cairo,30,92398,Yes
Mumbai,38,40056,Yes
Cairo,19,107255,Yes
London,45,49790,No
RioDeJaneiro,21,48768,Yes
Chicago,18,98636,Yes
Sydney,27,43993,Yes
Bangkok,49,92534,No
Istanbul,61,117629,No
RioDeJaneiro,35,98154,Yes
Istanbul,79,,
Singapore,33,38081,No
Cairo,56,104963,No
NewYork,,119344,
Tokyo,27,,
LosAngeles,28,68351,Yes
London,67,123308,No
Toronto,48,107637,No
Mumbai,43,106508,No
Bangkok,57,36346,No
Delhi,59,56157,No
Moscow,26,112152,Yes
Bangkok,38,74222,Yes
Sydney,,95519,
Cairo,55,30680,No
Tokyo,,82166,
Sydney,58,75355,No
Seoul,18,39386,No
Seoul,66,52773,No
Delhi,,87018,
Bangkok,,81897,
London,43,,
Toronto,47,76163,No
Toronto,,91972,
Seoul,50,110421,No
Istanbul,,,
Mumbai,61,,
London,26,87949,Yes
HongKong,59,138370,No
RioDeJaneiro,55,142825,No
Tokyo,22,47445,Yes
Moscow,,,
NewYork,58,69486,No
Berlin,,65989,
Chicago,66,,
Sydney,20,110343,Yes
Shanghai,37,47707,Yes
Mumbai,54,110133,No
Moscow,41,87090,No
Berlin,31,32830,No
HongKong,55,,
Bangkok,38,,
HongKong,,107381,
Moscow,47,67588,No
Delhi,52,89678,No
London,53,,
Toronto,64,70868,No
Seoul,61,,
NewYork,58,,
RioDeJaneiro,16,44026,Yes
Mumbai,16,99405,Yes
Paris,11,93717,Yes
Paris,51,30569,No
Berlin,21,45411,Yes
LosAngeles,50,36133,No
Cairo,34,75817,Yes
NewYork,23,64643,Yes
Singapore,60,77790,No
Seoul,54,115662,No
Mumbai,20,54971,Yes
Sydney,48,67359,No
London,54,84521,No
Paris,,,
Singapore,67,69034,No
Delhi,,97089,
RioDeJaneiro,22,30086,No
Moscow,,72431,
Toronto,41,97921,No
Tokyo,43,115734,No
Shanghai,27,,
Mumbai,51,47526,No
Istanbul,82,114762,No
Seoul,65,,
Shanghai,47,105074,No
Shanghai,67,118715,No
HongKong,52,52730,No
LosAngeles,40,115087,No
RioDeJaneiro,69,66894,No
Mumbai,,116475,
London,,101377,
Cairo,62,43463,No
Toronto,23,85297,Yes
LosAngeles,61,104414,No
NewYork,55,,
Berlin,52,,
Cairo,63,,
London,43,35010,No
Mumbai,40,67654,No
NewYork,,,
Berlin,35,112201,Yes
Shanghai,32,80351,Yes
Cairo,24,,
RioDeJaneiro,69,49922,No
Tokyo,64,87114,No
Bangkok,,48827,
Shanghai,63,119991,No
London,,91810,
Delhi,65,123198,No
Singapore,66,,
Toronto,17,85777,Yes
Berlin,39,91175,Yes
Singapore,53,72474,No
Chicago,66,91034,No
Toronto,54,62701,No
Delhi,,110404,
Cairo,38,54302,Yes
NewYork,37,32272,No
Delhi,55,62359,No
NewYork,55,45812,No
London,,48385,
LosAngeles,44,37607,No
Toronto,,109956,
Cairo,,,
Paris,20,59527,Yes
Delhi,31,113964,Yes
Berlin,,,
Chicago,20,57116,Yes
Chicago,,88176,
Istanbul,,,
RioDeJaneiro,21,,
Bangkok,42,,
Chicago,,,
RioDeJaneiro,58,50855,No
Mumbai,25,72907,Yes
Sydney,30,,
Singapore,53,100758,No
Cairo,,,
Moscow,23,40678,Yes
Istanbul,19,70802,Yes
Delhi,69,76702,No
RioDeJaneiro,64,69387,No
Bangkok,40,69084,No
Shanghai,49,39230,No
Istanbul,59,,
NewYork,,,
Shanghai,65,30389,No
Bangkok,60,37320,No
Berlin,19,101183,Yes
Chicago,44,55552,No
Singapore,58,32350,No
Mumbai,59,33621,No
London,60,107054,No
NewYork,45,119911,No
Mumbai,27,96907,Yes
Moscow,26,57801,Yes
Mumbai,,89087,
Cairo,,107579,
Shanghai,26,44261,Yes
Sydney,63,51025,No
Singapore,38,54133,Yes
Paris,,66468,
HongKong,44,38862,No
Moscow,50,85491,No
NewYork,33,72915,Yes
Chicago,29,48451,Yes
LosAngeles,46,111308,No
Mumbai,30,86181,Yes
RioDeJaneiro,39,33643,No
Berlin,45,91446,No
Berlin,18,49012,Yes
Cairo,24,55668,Yes
HongKong,,60430,
Berlin,,107342,
Istanbul,40,90479,No
RioDeJaneiro,21,96714,Yes
HongKong,62,111212,No
NewYork,58,39614,No
Shanghai,47,,
LosAngeles,57,101627,No
Moscow,70,90407,No
Chicago,39,91028,Yes
HongKong,49,52028,No
London,38,71476,Yes
Paris,21,50201,Yes
Seoul,,61348,
Mumbai,19,61107,Yes
Moscow,,110749,
NewYork,,,
Chicago,25,40321,Yes
RioDeJaneiro,68,,
Delhi,83,103419,No
Delhi,63,,
LosAngeles,47,72611,No
NewYork,40,100714,No
Delhi,43,,
Berlin,40,103338,No
Singapore,35,108555,Yes
Toronto,18,75166,Yes
Shanghai,18,108663,Yes
Cairo,17,119794,Yes
Istanbul,64,62250,No
Istanbul,66,35180,No
Berlin,,,
Bangkok,40,119163,No
RioDeJaneiro,57,92898,No
Delhi,64,31698,No
London,42,82162,No
Berlin,21,143110,Yes
Tokyo,49,78095,No
Moscow,81,77411,No
LosAngeles,74,,
Singapore,38,37244,No
HongKong,71,68111,No
Bangkok,57,74816,No
Istanbul,42,57798,No
RioDeJaneiro,,107200,
NewYork,26,,
Shanghai,74,,
Berlin,,110004,
Seoul,,66385,
Berlin,60,62437,No
NewYork,61,95422,No
Chicago,22,42281,Yes
Tokyo,22,75694,Yes
HongKong,39,83991,Yes
Berlin,37,73587,Yes
Sydney,,88077,
Moscow,,83213,
Paris,,39022,
Istanbul,47,36198,No
Singapore,,52425,
RioDeJaneiro,37,166419,Yes
London,31,,
Seoul,53,56600,No
Sydney,70,126567,No
HongKong,66,77652,No
London,40,,
Sydney,,101080,
Toronto,,61529,
Tokyo,,,
Delhi,53,66716,No
Singapore,39,57976,Yes
London,60,36995,No
Paris,39,87202,Yes
Istanbul,56,98134,No
NewYork,55,119635,No
Moscow,49,105370,No
LosAngeles,19,,
Bangkok,29,96142,Yes
Istanbul,44,37101,No
Seoul,,116042,
London,,61820,
Bangkok,44,38843,No
HongKong,35,,
Cairo,46,86499,No
Toronto,43,93192,No
NewYork,25,58626,Yes
Moscow,27,53865,Yes
Paris,28,30104,No
Bangkok,41,54998,No
Chicago,21,79047,Yes
Mumbai,35,,
Mumbai,26,42710,Yes
Delhi,64,96431,No
Chicago,61,104715,No
NewYork,64,66144,No
LosAngeles,43,66503,No
Berlin,34,59844,Yes
Bangkok,,73292,
Toronto,,,
Shanghai,68,,
Moscow,40,101839,No
Tokyo,22,110483,Yes
Cairo,56,105235,No
Seoul,39,29296,No
Chicago,19,109996,Yes
NewYork,,96898,
Singapore,60,50920,No
HongKong,28,50524,Yes
Singapore,40,46208,No
Mumbai,38,85431,Yes
Istanbul,23,48886,Yes
LosAngeles,24,110384,Yes
Seoul,17,62057,Yes
Toronto,42,94738,No
Delhi,67,103641,No
Cairo,28,94522,Yes
HongKong,41,118054,No
RioDeJaneiro,17,66772,Yes
Sydney,50,85795,No
Toronto,22,94082,Yes
Shanghai,28,,
Istanbul,,67507,
Sydney,,55009,
Cairo,73,67218,No
Bangkok,64,,
Berlin,,84312,
Istanbul,,,
HongKong,,,
Toronto,,117347,
Seoul,,,
London,,96525,
Sydney,28,73816,Yes
RioDeJaneiro,34,46875,Yes
Toronto,37,86630,Yes
Moscow,57,106086,No
HongKong,,,
Mumbai,40,76397,No
Delhi,58,,
Sydney,64,50725,No
LosAngeles,,102676,
Cairo,47,,
Delhi,63,98119,No
Mumbai,17,79991,Yes
Sydney,,53176,
LosAngeles,53,44596,No
Chicago,,,
Singapore,46,,
LosAngeles,,45878,
Sydney,19,110453,Yes
Sydney,68,49806,No
Berlin,53,81215,No
Shanghai,36,61715,Yes
Berlin,58,121050,No
Tokyo,63,37267,No
LosAngeles,49,89322,No
Chicago,,,
Berlin,45,,
Cairo,54,,
RioDeJaneiro,40,61295,No
Singapore,31,44404,Yes
Moscow,40,62815,No
Moscow,32,32796,No
Tokyo,37,31393,No
Paris,65,92534,No
NewYork,32,81288,Yes
London,54,117639,No
HongKong,,69339,
Chicago,25,79798,Yes
Tokyo,63,101161,No
Chicago,,35464,
LosAngeles,19,,
Sydney,78,39293,No
Chicago,16,42151,Yes
NewYork,63,108376,No
Mumbai,54,,
Delhi,36,81287,Yes
Seoul,33,,
London,32,98710,Yes
RioDeJaneiro,31,84571,Yes
Istanbul,51,65163,No
Delhi,63,83887,No
Seoul,51,117250,No
Moscow,,65797,
London,51,89185,No
Cairo,63,,
Tokyo,,118926,
Cairo,53,72264,No
Cairo,,50934,
Delhi,43,,
Sydney,55,,
Sydney,,62993,
Shanghai,56,,
Berlin,60,57860,No
London,48,93473,No
Bangkok,,90800,
HongKong,40,94313,No
Istanbul,54,53270,No
Singapore,26,60612,Yes
NewYork,68,,
Moscow,52,116010,No
Berlin,38,49350,Yes
Cairo,53,,
NewYork,,59390,
Tokyo,30,,
Seoul,52,69371,No
Moscow,48,74300,No
Istanbul,42,60590,No
Shanghai,56,58639,No
London,19,60761,Yes
Tokyo,,88977,
RioDeJaneiro,19,118455,Yes
HongKong,61,59260,No
Paris,53,87786,No
HongKong,,45783,
Moscow,,51871,
London,,64991,
Sydney,45,44302,No
Singapore,69,116128,No
Delhi,62,74849,No
Berlin,,113168,
LosAngeles,,75442,
Shanghai,17,105717,Yes
HongKong,37,,
Istanbul,66,98976,No
Moscow,26,103442,Yes
Seoul,31,39559,No
RioDeJaneiro,34,144510,Yes
Singapore,30,107696,Yes
HongKong,25,,
Istanbul,53,67360,No
Paris,39,106424,Yes
Moscow,34,44045,Yes
Istanbul,45,100047,No
Paris,63,,
London,37,81564,Yes
Toronto,36,74827,Yes
Singapore,21,113685,Yes
Mumbai,32,,
Shanghai,,119055,
Istanbul,43,,
Seoul,54,51244,No
Toronto,44,81083,No
Toronto,68,68054,No
Sydney,59,68468,No
NewYork,27,51280,Yes
Shanghai,68,,
Seoul,17,58897,Yes
Shanghai,22,62523,Yes
Istanbul,54,66594,No
Tokyo,62,87495,No
Berlin,33,70907,Yes
LosAngeles,65,,
HongKong,,,
RioDeJaneiro,,96053,
Seoul,51,,
Cairo,,92996,
Shanghai,56,113007,No
HongKong,66,107856,No
Shanghai,38,69956,Yes
LosAngeles,70,112116,No
Singapore,22,95709,Yes
Sydney,23,,
LosAngeles,56,,
Mumbai,,51443,
Istanbul,58,96492,No
Seoul,,86371,
Paris,62,,
Singapore,,125508,
Paris,42,,
Istanbul,,64007,
Paris,49,62909,No
Berlin,57,,
Delhi,69,97922,No
Moscow,42,59506,No
Delhi,32,,
Cairo,38,108497,Yes
Delhi,24,104368,Yes
Berlin,42,65543,No
Mumbai,22,58566,Yes
Tokyo,61,60176,No
Delhi,,108714,
LosAngeles,31,109336,Yes
Singapore,62,43368,No
Delhi,24,39180,No
Seoul,23,37697,No
HongKong,25,44870,Yes
Chicago,,91135,
Bangkok,33,65012,Yes
LosAngeles,23,,
Tokyo,,41243,
Cairo,37,65837,Yes
Bangkok,22,75015,Yes
Sydney,18,59172,Yes
Delhi,22,95518,Yes
Seoul,45,84328,No
NewYork,,62498,
Delhi,61,,
Paris,53,109152,No
London,21,114517,Yes
London,63,68023,No
Chicago,68,82728,No
Sydney,33,94738,Yes
Paris,18,80415,Yes
Berlin,17,50249,Yes
Berlin,66,,
Istanbul,,64436,
Cairo,34,32684,No
Berlin,54,45239,No
Tokyo,,102953,
Shanghai,34,52844,Yes
LosAngeles,45,41611,No
Berlin,65,44102,No
HongKong,61,107898,No
Paris,31,67693,Yes
HongKong,48,89085,No
NewYork,48,36127,No
London,30,116729,Yes
Paris,44,105198,No
London,58,111775,No
Paris,44,39593,No
Seoul,38,30872,No
Moscow,,47289,
Istanbul,,,
Singapore,84,57012,No
HongKong,48,91129,No
Chicago,19,52104,Yes
Sydney,56,,
Tokyo,,,
Toronto,16,43760,Yes
Shanghai,68,73818,No
Shanghai,24,,
Paris,,97086,
Sydney,30,44236,Yes
Delhi,20,,
Delhi,64,80333,No
Seoul,68,,
Toronto,,49076,
Bangkok,,63301,
Mumbai,46,,
Shanghai,18,88766,Yes
Berlin,62,70126,No
Singapore,,87926,
LosAngeles,42,59582,No
Bangkok,52,35297,No
Singapore,,111547,
Seoul,67,98071,No
RioDeJaneiro,,42648,
HongKong,72,31279,No
LosAngeles,59,117479,No
NewYork,,64412,
Singapore,43,43332,No
London,17,84401,Yes
HongKong,57,,
RioDeJaneiro,,35231,
Delhi,25,,
Mumbai,36,100462,Yes
Chicago,46,97217,No
Tokyo,29,69644,Yes
Seoul,,,
Delhi,28,43297,Yes
HongKong,77,100307,No
Istanbul,,,
Shanghai,,112936,
Tokyo,,118778,
Toronto,41,60708,No
Chicago,54,32026,No
Toronto,57,171590,No
Toronto,70,98347,No
Sydney,,92344,
Delhi,,,
Istanbul,,,
NewYork,54,103862,No
Chicago,70,74974,No
Mumbai,25,57384,Yes
Seoul,47,115227,No
Istanbul,,62512,
Shanghai,53,,
Tokyo,,,
LosAngeles,57,,
Chicago,32,49471,Yes
Tokyo,54,94480,No
Shanghai,40,70046,No
Delhi,42,68631,No
Paris,67,93182,No
Seoul,44,148571,No
Seoul,43,,
