relativehumidity_2m,dewpoint_2m,windspeed_100m,winddirection_100m,Power/hour
72,5.6,9.67,11,0.9051
69,4.2,9.42,4,0.8969
67,3.3,8.74,355,0.8888
66,2.7,7.91,347,0.8725
64,2.3,7.63,338,0.8481
62,2.0,7.61,335,0.8238
60,1.9,7.61,335,0.7994
61,2.5,6.8,334,0.775
68,4.3,5.22,328,0.7506
76,5.8,4.31,292,0.7198
80,2.7,4.73,283,0.6826
81,1.5,5.89,260,0.6453
78,-0.7,6.79,261,0.6081
77,-2.5,6.4,271,0.5708
80,-3.9,5.6,286,0.5336
83,-5.5,5.52,292,0.4963
84,-6.4,5.39,292,0.4591
87,-8.4,5.1,298,0.4219
90,-8.8,4.27,291,0.3846
87,-7.5,4.03,263,0.3474
89,-9.7,4.88,255,0.3109
92,-8.8,5.47,261,0.2751
84,-11.1,5.79,252,0.2394
73,-9.0,4.9,258,0.2036
63,-3.4,4.33,263,0.1678
52,1.2,3.08,257,0.1321
52,4.5,2.77,257,0.0963
48,4.3,2.31,275,0.0824
47,4.8,1.84,292,0.0903
52,7.1,1.12,297,0.0983
56,8.0,0.5,323,0.1062
57,7.2,1.71,353,0.1142
72,9.6,3.0,358,0.1221
76,8.6,3.4,346,0.1301
73,6.7,1.71,21,0.138
75,5.7,2.22,82,0.1459
77,5.1,1.58,108,0.1539
77,4.7,1.94,125,0.1618
80,4.7,1.35,138,0.1698
81,4.4,2.06,129,0.1777
77,3.7,2.26,103,0.1856
80,-2.1,2.64,61,0.1936
77,2.2,3.96,47,0.2015
80,2.8,4.56,52,0.2095
79,4.2,5.2,60,0.2236
79,6.0,6.22,62,0.2438
75,8.6,5.75,59,0.2641
70,10.1,6.22,53,0.2844
64,10.9,5.51,61,0.3046
64,11.7,6.26,65,0.3249
63,12.4,6.22,64,0.3452
63,13.2,5.96,67,0.3334
69,14.7,5.39,68,0.2897
71,15.6,4.99,57,0.2459
74,16.3,5.2,52,0.2022
75,16.5,5.46,49,0.1584
81,17.3,4.88,43,0.1147
84,17.9,4.7,38,0.0944
86,17.9,4.94,32,0.0977
86,18.1,4.7,27,0.1009
88,18.3,4.49,21,0.1042
89,18.5,4.37,20,0.1074
90,18.6,4.27,21,0.1107
91,18.6,4.14,20,0.1139
91,19.0,4.05,16,0.1172
92,19.1,3.9,359,0.1204
93,19.3,4.49,339,0.1237
94,19.4,4.74,332,0.1269
93,19.3,4.96,332,0.1301
93,19.2,5.54,309,0.1334
92,19.3,6.31,311,0.1366
87,18.5,5.67,319,0.1399
79,17.7,5.0,323,0.1431
70,16.6,4.6,316,0.1464
62,15.0,4.53,313,0.1496
59,14.5,4.66,305,0.1472
57,13.6,4.79,293,0.1391
62,14.7,5.22,287,0.1309
62,14.2,4.49,282,0.1228
63,13.4,3.8,270,0.1147
78,12.3,4.0,267,0.1066
81,14.0,5.21,267,0.1185
85,13.2,5.76,250,0.1506
86,14.9,6.17,245,0.1826
86,15.7,7.4,257,0.2147
87,15.0,8.12,260,0.2467
86,14.3,7.88,262,0.2788
87,13.9,7.48,262,0.3108
88,13.5,7.16,263,0.3428
89,12.9,7.52,265,0.3749
89,12.7,7.51,267,0.4069
90,12.7,6.81,273,0.439
90,12.3,6.61,280,0.4368
90,13.0,5.36,284,0.4005
90,12.6,5.65,283,0.3642
86,14.8,5.25,288,0.3278
78,16.9,4.78,307,0.2915
67,15.5,5.58,306,0.2551
64,15.3,5.78,300,0.2188
63,15.4,5.87,293,0.1949
61,15.2,5.66,287,0.1836
58,14.2,5.17,285,0.1722
57,12.9,4.65,279,0.1609
60,13.0,4.3,273,0.1495
77,13.2,4.94,263,0.1382
80,13.2,6.84,258,0.151
81,11.2,7.17,247,0.1879
82,9.9,7.19,249,0.2248
83,8.7,7.15,250,0.2617
82,7.8,7.12,250,0.2986
83,6.5,6.55,254,0.3355
86,5.0,6.26,250,0.3724
87,4.5,6.54,241,0.4093
90,1.5,5.87,240,0.4462
91,2.4,6.24,235,0.4831
92,-0.3,5.45,224,0.52
92,-0.6,5.55,208,0.5165
90,-0.8,6.0,204,0.4726
87,-0.9,6.5,203,0.4287
75,2.4,6.45,193,0.3848
67,8.0,5.39,191,0.341
61,11.3,5.18,190,0.2971
58,13.9,5.61,184,0.2532
56,15.5,6.81,183,0.2933
56,16.4,7.52,184,0.4175
57,17.0,7.6,179,0.5417
59,17.2,7.6,171,0.6658
64,17.7,7.45,158,0.79
72,18.4,8.41,155,0.9142
77,19.2,8.82,151,0.976
78,19.0,9.26,154,0.9755
76,18.6,10.29,152,0.975
74,18.1,10.78,153,0.9746
71,18.2,10.3,156,0.9741
69,18.6,9.8,172,0.9736
72,20.4,10.3,172,0.9731
82,24.0,10.1,169,0.9726
89,27.1,10.36,174,0.9721
90,29.0,10.82,177,0.9717
89,29.6,10.1,181,0.9712
89,30.3,9.73,192,0.9706
92,31.7,9.1,213,0.9699
88,31.9,8.63,227,0.9692
84,31.7,8.52,234,0.9684
87,31.9,8.34,240,0.9677
89,32.1,9.62,249,0.967
88,31.7,9.31,255,0.9663
85,31.0,9.31,261,0.9656
83,31.0,10.5,269,0.965
76,29.3,11.28,263,0.9644
76,28.4,10.33,255,0.9638
73,27.1,10.92,254,0.9631
79,26.9,10.2,249,0.9625
83,26.3,10.26,237,0.9491
85,25.8,10.01,236,0.9229
84,25.7,9.57,229,0.8968
83,25.5,9.83,226,0.8706
84,25.4,10.61,223,0.8444
82,25.4,11.1,225,0.8183
82,26.0,11.03,226,0.7921
81,27.1,10.79,230,0.766
84,28.3,10.15,230,0.7398
90,30.0,9.0,233,0.7136
92,30.9,8.59,242,0.6875
93,31.1,9.0,255,0.6927
92,31.4,9.31,268,0.7293
88,30.7,9.84,275,0.7659
84,30.8,8.9,271,0.8025
79,31.1,12.17,279,0.8391
74,31.1,11.61,281,0.8757
69,31.3,10.7,284,0.9123
65,31.1,10.96,285,0.9251
59,29.9,11.1,278,0.9139
58,29.8,9.69,262,0.9028
58,29.7,8.76,263,0.8916
60,29.1,8.91,273,0.8805
66,28.5,8.8,271,0.8693
74,28.9,8.82,266,0.8484
82,28.7,7.68,278,0.8176
87,27.6,5.9,271,0.7868
89,28.5,6.18,256,0.756
91,28.2,5.82,241,0.7252
91,29.2,6.29,224,0.6944
91,30.1,6.77,211,0.6636
91,30.3,5.75,211,0.6328
92,30.4,5.02,211,0.602
93,30.3,5.25,188,0.5712
92,30.3,7.27,172,0.5404
93,29.8,7.37,159,0.5544
85,30.7,9.34,170,0.6131
78,30.3,9.59,191,0.6719
73,30.3,9.9,198,0.7306
68,30.7,9.71,212,0.7894
60,31.0,8.37,230,0.8481
60,32.2,10.5,256,0.9069
66,33.2,10.97,257,0.9398
66,33.4,13.3,269,0.947
63,33.2,13.48,276,0.9541
70,32.2,11.57,303,0.9612
84,31.6,10.96,328,0.9684
88,29.7,9.71,328,0.9755
87,28.8,9.02,329,0.9394
84,27.4,8.12,322,0.86
85,26.1,7.99,314,0.7806
87,25.2,7.07,303,0.7012
85,27.3,7.66,294,0.6217
85,25.8,9.59,309,0.5423
79,20.9,8.56,314,0.4629
78,18.8,7.21,314,0.3835
78,17.4,6.16,312,0.3041
82,16.0,5.52,315,0.2247
86,10.5,5.02,313,0.1453
87,9.4,4.58,306,0.114
83,9.4,4.03,314,0.1306
77,11.3,3.84,309,0.1473
72,13.2,2.6,286,0.1639
59,13.2,2.91,274,0.1806
54,13.6,3.51,267,0.1972
50,14.2,3.89,252,0.2139
49,15.1,4.25,240,0.2245
53,17.6,5.48,232,0.2291
53,19.6,8.26,249,0.2338
57,21.3,9.0,255,0.2384
65,23.9,7.89,261,0.243
68,23.8,7.4,268,0.2477
77,24.0,7.34,287,0.2655
80,23.1,7.11,298,0.2964
83,21.2,6.28,307,0.3274
86,15.8,5.3,316,0.3584
85,16.8,4.16,305,0.3893
91,16.5,3.7,270,0.4203
97,12.3,4.87,251,0.4513
95,13.2,5.91,251,0.4822
93,12.3,5.82,246,0.5132
92,13.7,6.3,234,0.5442
89,15.0,6.79,225,0.5751
87,15.0,7.0,217,0.606
89,15.7,6.8,206,0.6366
85,18.8,7.09,196,0.6673
72,21.1,6.31,184,0.698
65,22.0,6.12,185,0.7286
59,21.7,8.07,197,0.7593
53,21.5,7.24,200,0.79
49,21.1,7.65,197,0.7833
43,18.9,7.36,187,0.7393
35,16.2,7.2,178,0.6953
36,15.8,7.85,173,0.6513
40,16.7,7.1,170,0.6073
54,19.0,6.43,159,0.5633
67,18.6,7.18,145,0.5422
66,18.7,8.71,146,0.5441
66,18.7,8.9,147,0.5459
65,18.3,8.37,151,0.5478
64,18.7,8.32,154,0.5497
63,19.2,8.83,160,0.5516
61,19.5,8.98,163,0.5534
60,19.9,8.92,162,0.5553
69,23.1,8.5,171,0.5572
82,27.1,7.61,177,0.5591
89,30.1,7.62,194,0.5609
92,30.8,6.23,240,0.5392
95,31.2,7.52,265,0.4939
93,30.5,7.93,275,0.4486
89,30.3,7.11,272,0.4033
83,30.9,7.2,272,0.358
77,31.2,7.62,275,0.3127
69,30.9,5.74,263,0.2673
62,30.7,6.07,250,0.2487
58,31.5,9.75,257,0.2567
57,32.3,9.33,266,0.2647
57,31.9,7.83,260,0.2728
58,31.4,6.32,252,0.2808
70,31.2,6.59,248,0.2888
81,29.3,6.44,224,0.299
83,29.9,6.69,215,0.3113
86,29.8,6.77,211,0.3236
86,30.0,7.84,203,0.3359
86,29.5,7.3,193,0.3482
88,28.9,6.65,201,0.3605
90,28.9,7.67,202,0.3728
92,29.4,7.05,198,0.3851
93,29.5,5.79,190,0.3974
94,29.5,5.84,173,0.4097
94,29.4,5.86,153,0.422
94,29.4,7.04,129,0.4672
95,30.0,8.1,119,0.5453
90,30.3,8.91,119,0.6234
81,30.3,9.1,126,0.7016
73,30.9,8.68,128,0.7797
76,31.7,8.92,138,0.8578
77,33.6,7.57,146,0.9359
78,37.1,6.04,164,0.9763
78,40.1,5.4,181,0.9789
75,42.5,6.22,175,0.9815
68,44.2,6.9,182,0.9841
74,44.7,8.83,200,0.9867
79,45.7,9.7,206,0.9893
92,45.1,9.75,207,0.9822
94,44.9,9.93,245,0.9653
90,41.5,12.32,262,0.9484
91,37.7,12.11,267,0.9316
89,35.7,11.82,273,0.9147
90,33.9,11.69,285,0.8978
88,30.4,11.28,294,0.8809
86,27.9,9.63,299,0.8641
84,25.9,9.14,300,0.8472
81,24.3,9.0,300,0.8303
77,23.0,8.5,298,0.8134
75,22.0,8.25,289,0.7988
70,21.5,7.33,296,0.7864
67,20.4,9.27,290,0.774
59,17.3,9.52,289,0.7616
62,18.0,10.03,290,0.7492
64,18.9,10.47,295,0.7367
57,14.4,11.1,316,0.7243
50,9.9,11.01,309,0.7188
45,7.7,11.83,311,0.72
41,4.9,12.0,307,0.7212
41,1.7,11.9,308,0.7225
40,0.1,11.58,307,0.7238
46,1.0,10.26,308,0.725
49,2.4,8.64,312,0.6973
49,2.3,9.3,320,0.6407
53,3.0,9.14,318,0.5841
52,2.2,10.04,316,0.5275
52,2.3,9.19,314,0.4708
53,2.7,8.49,315,0.4142
53,2.7,7.66,319,0.3576
51,2.0,7.57,317,0.301
53,2.4,6.37,318,0.2444
58,3.6,3.91,310,0.1877
61,4.2,3.3,284,0.1311
63,4.6,3.04,261,0.1448
73,5.0,3.78,233,0.2288
62,5.1,3.35,207,0.3129
53,5.1,3.49,204,0.3969
43,4.4,4.27,213,0.4809
35,3.7,5.61,220,0.5649
30,3.3,6.42,217,0.6489
26,3.1,7.16,213,0.6932
24,3.4,8.5,217,0.6976
24,4.2,9.95,219,0.702
25,5.5,10.77,221,0.7064
26,6.6,10.75,223,0.7109
29,7.0,10.68,223,0.7153
35,8.7,11.74,224,0.7174
41,11.2,12.12,229,0.7172
47,14.2,12.59,231,0.717
51,15.6,12.7,233,0.7168
54,16.8,11.5,245,0.7166
58,18.2,11.26,250,0.7164
63,20.1,10.85,252,0.7162
68,22.1,10.37,251,0.716
74,23.8,9.56,254,0.7158
78,25.1,9.12,257,0.7156
83,26.2,8.53,260,0.7154
87,27.0,8.22,260,0.6664
90,27.7,7.11,267,0.5686
89,28.7,6.5,269,0.4708
79,30.0,5.1,270,0.373
71,30.8,4.54,278,0.2752
63,31.0,4.18,281,0.1773
57,31.2,4.18,287,0.0795
54,31.8,5.06,288,0.0661
52,31.6,4.2,295,0.1372
53,30.8,3.08,306,0.2082
54,30.7,2.47,328,0.2793
67,31.7,3.78,53,0.3503
81,31.0,4.61,27,0.4214
86,30.3,4.79,11,0.4687
89,29.7,5.8,358,0.4925
94,29.1,6.1,2,0.5162
95,29.8,6.08,351,0.5399
92,29.2,6.84,348,0.5636
82,24.8,8.18,348,0.5873
83,22.7,7.81,341,0.6111
87,21.6,7.51,333,0.6348
84,21.5,7.24,327,0.6585
82,21.2,6.78,323,0.6822
83,21.0,6.84,322,0.706
85,21.3,6.56,322,0.7189
82,21.5,7.19,339,0.7212
65,15.5,9.29,346,0.7234
61,13.4,8.83,350,0.7256
61,12.6,8.62,356,0.7279
56,11.1,8.45,354,0.7301
55,11.0,8.25,354,0.7323
54,10.4,8.29,352,0.6907
54,10.1,8.04,349,0.6052
51,9.1,7.86,348,0.5196
50,8.5,7.45,348,0.4341
53,8.7,6.57,347,0.3486
61,10.1,5.02,347,0.2631
64,9.7,4.39,330,0.2367
66,10.6,4.5,323,0.2696
69,11.4,4.76,321,0.3025
70,11.6,5.66,316,0.3354
53,6.7,7.47,332,0.3682
56,7.4,7.55,328,0.4011
61,8.3,7.19,328,0.434
65,8.9,6.85,326,0.4668
68,9.7,6.52,324,0.4997
72,10.5,6.47,321,0.5326
74,11.3,6.36,315,0.5654
75,11.8,6.53,310,0.5915
78,13.7,6.87,318,0.6109
78,15.9,6.75,310,0.6302
68,15.9,7.5,317,0.6495
60,15.9,8.09,320,0.6689
58,17.3,8.66,320,0.6882
51,16.4,9.18,322,0.7075
53,18.7,9.81,309,0.7172
44,16.8,10.44,310,0.7173
38,15.1,11.32,314,0.7174
40,15.6,11.33,312,0.7176
40,14.7,10.89,316,0.7177
48,15.9,9.92,312,0.7178
57,18.1,10.42,298,0.7207
62,18.8,10.59,304,0.7263
63,18.3,10.47,313,0.732
66,17.7,10.13,325,0.7377
63,14.8,9.67,330,0.7434
60,12.3,9.42,329,0.7491
59,11.3,9.13,328,0.7547
61,11.5,8.85,326,0.7604
63,11.8,8.38,324,0.7661
63,11.4,8.06,323,0.7718
63,10.7,7.81,320,0.7775
64,10.4,7.43,317,0.7595
64,11.7,7.73,320,0.718
59,11.2,7.08,317,0.6764
50,8.9,7.7,322,0.6348
44,7.8,7.34,322,0.5933
42,7.8,6.82,321,0.5517
41,8.7,6.25,320,0.5102
41,10.0,6.16,318,0.4533
40,9.9,5.73,317,0.3812
39,10.3,5.47,310,0.3092
40,10.5,5.35,303,0.2371
40,10.5,5.23,296,0.165
49,12.9,3.47,319,0.0929
59,12.5,2.72,324,0.0644
66,14.5,6.66,41,0.0794
73,15.6,4.88,23,0.0944
75,15.9,4.08,17,0.1095
72,14.9,5.42,5,0.1245
74,14.9,5.84,353,0.1395
76,14.0,5.8,345,0.1546
78,13.1,4.9,343,0.1696
79,12.5,4.25,336,0.1846
81,12.5,4.68,318,0.1996
83,13.2,5.09,313,0.2147
85,14.0,5.32,319,0.2144
87,14.8,4.5,307,0.1989
79,15.5,4.28,307,0.1834
65,14.8,3.4,332,0.1679
51,12.0,2.15,338,0.1524
45,11.1,2.22,324,0.1369
41,10.8,1.58,342,0.1214
38,10.9,1.14,345,0.1059
36,10.7,1.0,6,0.0904
37,11.1,1.27,45,0.0749
43,12.7,2.47,69,0.0594
57,15.0,4.11,86,0.0439
68,15.1,4.55,99,0.0284
75,15.0,4.52,115,0.0628
75,15.0,4.67,133,0.1472
74,15.3,4.75,158,0.2316
77,15.9,5.33,174,0.3159
80,17.1,6.01,177,0.4003
78,17.5,6.42,184,0.4847
73,17.2,6.39,197,0.5691
68,16.6,6.56,201,0.6534
60,16.0,6.55,199,0.7378
56,16.6,6.87,193,0.8222
59,17.5,7.43,197,0.9066
62,18.2,8.36,201,0.9387
60,21.2,9.63,215,0.9187
56,23.6,9.68,215,0.8986
54,26.7,9.78,217,0.8786
51,28.8,8.13,225,0.8585
44,30.6,9.46,231,0.8385
42,32.1,9.58,233,0.8185
41,33.3,9.38,234,0.8066
41,34.9,9.54,240,0.8028
43,36.3,10.06,242,0.7991
45,37.5,10.07,246,0.7953
47,37.9,9.46,252,0.7916
54,37.6,9.31,261,0.7878
63,36.7,8.78,262,0.7664
70,36.6,8.7,269,0.7273
78,35.7,6.08,324,0.6882
89,33.2,4.52,18,0.649
93,30.0,4.37,344,0.6099
87,31.2,5.16,324,0.5708
88,30.5,4.86,323,0.5317
89,30.2,4.66,325,0.4926
92,29.4,4.29,332,0.4535
94,28.9,4.14,352,0.4143
95,28.0,3.18,13,0.3752
93,30.3,2.42,38,0.3361
91,30.6,1.63,43,0.297
92,31.2,1.0,96,0.2579
80,32.9,1.22,99,0.2188
69,32.9,1.6,90,0.1797
60,32.5,1.94,102,0.1405
53,31.9,2.72,126,0.1014
54,33.0,3.83,139,0.129
53,33.9,4.08,144,0.2234
53,34.2,4.2,142,0.3177
58,35.4,4.24,135,0.412
65,35.3,5.17,133,0.5063
72,34.6,7.36,143,0.6007
80,33.4,8.07,146,0.6632
79,33.0,8.34,150,0.6938
85,35.1,8.64,160,0.7245
86,35.5,9.11,163,0.7552
83,34.0,9.63,170,0.7859
79,33.1,10.21,172,0.8166
78,32.7,10.07,173,0.8472
79,32.5,9.83,175,0.8779
80,32.5,9.5,179,0.9086
80,32.5,9.5,178,0.9393
78,32.4,9.71,182,0.97
74,32.2,10.26,186,0.9818
66,32.1,10.3,191,0.9749
59,32.4,10.16,190,0.9679
52,32.9,10.26,193,0.9609
47,34.0,9.36,190,0.954
45,35.0,9.56,193,0.947
44,35.8,8.95,198,0.94
42,37.1,9.62,197,0.9248
42,39.3,10.53,200,0.9012
45,42.4,10.11,205,0.8776
48,43.5,9.36,190,0.854
53,44.2,10.13,189,0.8304
59,44.6,9.95,186,0.8068
54,45.4,12.88,211,0.8007
57,45.6,12.75,205,0.812
59,45.8,12.11,202,0.8233
58,46.0,12.04,204,0.8347
63,46.9,12.08,208,0.846
64,47.2,12.73,213,0.8573
74,49.1,12.12,208,0.8687
74,49.1,12.48,207,0.88
74,49.1,12.21,207,0.8913
77,49.8,12.18,214,0.9027
76,49.8,11.36,217,0.914
79,50.4,11.26,218,0.9204
82,51.8,13.27,220,0.9217
83,52.6,13.15,207,0.923
76,53.3,13.63,211,0.9244
70,53.2,13.16,209,0.9257
65,52.1,16.77,227,0.9271
69,52.6,17.08,243,0.9284
64,48.7,15.26,246,0.9292
43,36.5,14.63,242,0.9294
37,32.3,13.88,251,0.9296
38,30.9,14.49,258,0.9298
44,31.6,13.1,260,0.93
49,31.2,12.78,264,0.9302
52,30.4,11.72,262,0.9191
54,30.0,11.14,265,0.8966
56,29.4,10.3,269,0.8742
59,29.6,9.91,268,0.8518
60,29.2,10.42,267,0.8293
60,28.7,10.5,272,0.8069
62,28.5,9.79,278,0.7844
65,28.4,8.91,279,0.762
69,28.3,8.18,282,0.7395
73,28.1,8.16,281,0.7171
76,27.6,8.08,282,0.6947
78,27.1,7.79,279,0.7047
77,27.2,8.1,270,0.7471
67,26.9,7.92,260,0.7896
55,26.4,8.02,260,0.832
52,26.5,9.44,275,0.8745
48,26.1,10.22,282,0.9169
44,25.0,11.33,291,0.9594
44,24.4,10.64,297,0.9691
38,20.4,10.87,298,0.9462
42,20.4,9.94,306,0.9232
36,14.4,10.54,305,0.9002
34,11.6,9.42,307,0.8773
38,12.2,7.92,317,0.8543
46,14.1,6.75,335,0.839
51,14.2,6.71,343,0.8315
57,14.9,6.36,341,0.8239
58,13.9,6.4,333,0.8164
59,13.2,6.11,328,0.8088
61,12.6,5.74,337,0.8013
65,13.2,5.5,358,0.7937
78,15.8,4.63,14,0.7862
82,16.1,3.54,16,0.7786
82,15.6,2.28,23,0.7711
85,15.9,0.4,360,0.7635
90,16.3,1.39,210,0.756
92,17.1,1.3,212,0.7484
69,14.3,2.98,230,0.7409
49,11.4,3.85,242,0.7333
39,9.8,4.79,244,0.7258
32,8.7,5.59,243,0.7182
28,8.7,6.4,243,0.7107
26,9.6,7.56,242,0.7273
26,12.3,8.45,243,0.7683
29,15.9,9.32,247,0.8092
32,18.6,9.55,250,0.8502
37,21.5,9.38,248,0.8911
43,23.1,10.28,252,0.932
46,24.1,10.2,259,0.9481
47,23.4,10.22,258,0.9392
47,23.3,10.42,261,0.9303
50,23.6,10.4,269,0.9215
53,24.7,10.11,284,0.9126
61,26.6,8.91,295,0.9038
70,27.6,7.53,300,0.8949
77,27.8,6.94,306,0.886
80,27.6,6.93,297,0.8772
80,27.3,8.25,293,0.8683
75,26.5,8.98,315,0.8594
76,25.4,8.38,324,0.8587
69,23.2,8.35,316,0.8661
63,23.5,8.51,320,0.8735
59,23.3,9.59,344,0.8809
53,21.1,9.76,354,0.8883
50,16.9,9.43,355,0.8958
46,15.2,9.06,354,0.9032
48,15.6,8.71,357,0.8972
42,11.6,8.41,358,0.8778
42,10.6,8.4,1,0.8584
44,10.7,7.44,6,0.8391
50,11.4,7.06,12,0.8197
59,12.9,7.05,18,0.8003
68,14.5,6.48,20,0.7621
71,15.3,6.96,21,0.7051
72,16.1,7.24,20,0.648
72,16.5,6.86,19,0.591
73,16.9,6.84,21,0.5339
74,17.3,6.58,24,0.4769
67,15.0,6.22,37,0.4198
64,13.9,5.17,47,0.3628
66,14.0,4.49,58,0.3057
69,14.4,4.92,61,0.2487
72,14.7,5.0,70,0.1916
74,14.7,4.42,85,0.1893
70,13.6,6.16,77,0.2416
57,10.7,6.93,70,0.2939
49,8.9,6.74,72,0.3463
43,7.2,6.32,79,0.3986
36,4.9,6.42,86,0.4509
34,4.8,5.9,91,0.5032
34,5.8,6.32,85,0.4937
35,7.1,6.14,97,0.4224
35,7.7,5.81,101,0.3511
36,8.3,4.98,112,0.2798
38,9.3,4.68,106,0.2085
47,12.2,5.21,87,0.1372
56,13.4,6.01,93,0.1
59,15.3,5.81,94,0.097
61,17.2,6.9,88,0.0939
52,14.6,7.79,99,0.0908
47,11.7,7.28,99,0.0878
51,13.3,6.57,103,0.0847
57,15.2,7.12,101,0.0816
55,14.6,6.69,104,0.0786
63,17.2,7.21,109,0.0755
73,20.2,6.53,105,0.0724
76,21.3,6.55,106,0.0693
76,21.9,6.61,108,0.0683
82,23.3,4.77,123,0.0692
77,23.4,4.48,114,0.0701
71,23.5,4.0,127,0.0711
68,24.1,2.33,121,0.072
68,24.7,1.36,107,0.0729
66,25.5,0.81,97,0.0739
64,26.3,0.2,90,0.0748
63,26.7,0.54,248,0.0757
61,27.5,0.9,270,0.0766
62,28.1,1.36,306,0.0776
65,28.5,1.94,348,0.0785
72,29.2,2.2,3,0.0794
77,27.0,3.09,29,0.0804
78,26.9,2.98,14,0.0813
80,26.9,2.1,360,0.0822
82,27.4,1.36,324,0.0831
84,27.2,1.25,331,0.0841
90,27.7,1.0,323,0.085
90,26.9,1.75,329,0.0859
92,26.1,2.4,343,0.0869
94,25.6,2.73,332,0.0878
94,25.2,2.64,335,0.0887
95,25.0,2.5,360,0.0896
99,24.9,1.92,9,0.0906
95,24.5,1.97,24,0.0915
82,26.3,2.12,98,0.0924
70,26.6,1.77,137,0.0934
64,28.3,1.9,180,0.0943
62,30.7,1.7,208,0.0952
58,32.4,1.55,195,0.0961
56,33.9,1.22,171,0.0971
56,35.3,1.84,167,0.098
58,35.6,0.98,114,0.0989
63,33.2,4.53,59,0.0999
70,29.6,5.47,40,0.1008
72,28.4,4.83,27,0.1017
78,28.0,4.6,46,0.1421
78,28.0,4.53,68,0.222
80,28.1,4.89,41,0.3019
82,28.5,5.6,41,0.3818
83,28.6,6.69,35,0.4617
90,29.9,8.59,26,0.5416
96,31.2,8.18,27,0.6214
97,31.4,7.92,26,0.7013
96,31.0,9.43,21,0.7812
94,30.4,9.57,27,0.8611
92,30.3,9.48,28,0.941
92,30.2,9.75,27,0.9817
92,30.3,9.85,29,0.9832
89,30.2,11.16,31,0.9847
82,29.1,10.62,33,0.9863
77,28.7,12.34,37,0.9878
71,28.0,12.76,38,0.9893
67,26.5,12.85,35,0.9908
59,24.5,13.63,31,0.9913
59,23.9,13.74,28,0.9908
60,23.1,13.21,29,0.9903
56,20.9,13.06,26,0.9897
56,19.7,12.7,26,0.9892
62,20.3,12.17,25,0.9887
67,19.9,11.94,22,0.9769
61,17.4,12.41,23,0.9537
56,15.6,12.88,26,0.9306
56,15.1,11.8,31,0.9074
58,15.3,10.98,33,0.8842
61,15.6,10.68,35,0.8611
62,15.2,10.42,37,0.8379
64,15.0,9.67,39,0.8148
68,15.3,8.61,39,0.7916
71,15.6,8.02,40,0.7685
73,15.8,7.53,40,0.7453
75,15.9,7.22,37,0.6877
77,18.0,7.13,34,0.5955
66,17.1,6.62,38,0.5033
56,16.0,5.73,47,0.4111
49,15.4,4.7,52,0.3189
41,14.1,3.98,51,0.2267
37,14.0,3.61,48,0.1345
35,14.9,3.41,50,0.0966
35,16.4,3.05,49,0.1129
36,17.7,2.19,47,0.1292
36,18.2,1.39,60,0.1456
37,18.4,0.8,90,0.1619
46,20.9,1.79,117,0.1782
58,20.4,2.77,167,0.1945
74,23.1,2.62,223,0.2109
70,22.0,3.13,263,0.2272
80,23.1,3.31,265,0.2435
79,23.4,4.4,253,0.2598
79,23.0,5.5,243,0.2762
80,22.6,6.27,236,0.2925
78,22.0,6.66,234,0.3088
75,20.9,6.45,240,0.3251
72,20.2,5.85,250,0.3415
73,20.0,5.19,251,0.3578
74,19.5,5.63,237,0.3422
71,18.6,6.1,235,0.2947
54,17.6,5.77,236,0.2472
37,15.9,3.76,241,0.1997
28,14.1,4.07,245,0.1522
23,12.8,4.12,241,0.1047
21,13.2,3.86,233,0.0572
20,13.4,3.82,227,0.0525
19,13.6,3.75,226,0.0906
20,14.3,3.61,226,0.1288
23,17.4,3.32,224,0.1669
39,26.6,3.19,212,0.205
51,24.9,4.14,188,0.2431
51,24.4,5.46,166,0.2953
50,23.3,7.63,175,0.3615
51,20.9,7.61,183,0.4277
48,18.2,7.6,189,0.4939
51,17.7,7.67,195,0.5601
55,18.1,7.63,202,0.6263
58,18.6,7.66,200,0.6924
60,18.8,7.84,197,0.7586
57,17.4,8.04,197,0.8248
56,16.5,7.91,198,0.891
57,16.4,7.56,200,0.9572
59,16.5,7.02,200,0.9359
57,16.9,6.14,196,0.827
46,17.0,6.12,191,0.7181
36,18.2,4.37,191,0.6092
29,19.2,4.03,194,0.5003
23,19.3,4.53,202,0.3915
19,17.2,4.66,203,0.2826
22,20.4,4.67,190,0.2824
23,22.4,5.2,178,0.391
24,23.1,5.85,172,0.4996
25,23.4,6.69,171,0.6082
28,24.0,7.55,173,0.7168
35,25.4,8.02,176,0.8254
35,23.6,8.55,174,0.8818
39,23.8,8.57,173,0.8861
46,25.8,8.51,177,0.8904
48,25.7,9.01,183,0.8947
48,25.2,8.91,177,0.899
47,24.0,8.71,178,0.9033
50,24.0,8.31,182,0.9076
52,24.1,8.37,188,0.9119
57,24.9,8.38,197,0.9162
60,25.8,8.45,201,0.9204
62,26.6,8.75,202,0.9247
63,27.2,9.08,207,0.9097
57,27.1,9.18,213,0.8753
52,29.2,8.13,212,0.8409
46,32.1,6.71,205,0.8066
41,34.6,5.92,202,0.7722
37,35.1,6.39,200,0.7378
33,34.7,7.75,210,0.7034
32,35.0,8.65,214,0.6639
33,36.0,8.74,213,0.6192
33,36.6,8.63,212,0.5745
34,36.4,9.1,213,0.5298
35,36.6,7.71,223,0.4852
